entryCode,accountingYear,dataYear,applicabilityLevel,regionCode,regionName,value,sourceCode,sourceName,publisher,documentReference,publishedOn,evidenceReference
ELECTRICITY_AVERAGE_2024_PROVINCE_640000,2024,2022,PROVINCE,640000,宁夏,0.6423,MEE_NBS_ELECTRICITY_AVERAGE_2022,2022年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2024年第33号,2024-12-26,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202412/t20241226_1099413.html
ELECTRICITY_AVERAGE_2024_PROVINCE_650000,2024,2022,PROVINCE,650000,新疆,0.6231,MEE_NBS_ELECTRICITY_AVERAGE_2022,2022年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2024年第33号,2024-12-26,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202412/t20241226_1099413.html
ELECTRICITY_AVERAGE_2025_NATIONAL,2025,2023,NATIONAL,,全国,0.5306,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_GRID_NORTH,2025,2023,GRID_REGION,GRID_NORTH,华北,0.6361,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_GRID_NORTHEAST,2025,2023,GRID_REGION,GRID_NORTHEAST,东北,0.5122,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_GRID_EAST,2025,2023,GRID_REGION,GRID_EAST,华东,0.5500,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_GRID_CENTRAL,2025,2023,GRID_REGION,GRID_CENTRAL,华中,0.5271,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_GRID_NORTHWEST,2025,2023,GRID_REGION,GRID_NORTHWEST,西北,0.5543,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_GRID_SOUTH,2025,2023,GRID_REGION,GRID_SOUTH,南方,0.4042,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_GRID_SOUTHWEST,2025,2023,GRID_REGION,GRID_SOUTHWEST,西南,0.2472,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_110000,2025,2023,PROVINCE,110000,北京,0.5554,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_120000,2025,2023,PROVINCE,120000,天津,0.6796,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_130000,2025,2023,PROVINCE,130000,河北,0.6516,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_140000,2025,2023,PROVINCE,140000,山西,0.6634,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_150000,2025,2023,PROVINCE,150000,内蒙古,0.6479,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_210000,2025,2023,PROVINCE,210000,辽宁,0.4878,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_220000,2025,2023,PROVINCE,220000,吉林,0.4671,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_230000,2025,2023,PROVINCE,230000,黑龙江,0.5229,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_310000,2025,2023,PROVINCE,310000,上海,0.5737,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_320000,2025,2023,PROVINCE,320000,江苏,0.5827,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_330000,2025,2023,PROVINCE,330000,浙江,0.4974,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_340000,2025,2023,PROVINCE,340000,安徽,0.6553,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_350000,2025,2023,PROVINCE,350000,福建,0.4211,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_360000,2025,2023,PROVINCE,360000,江西,0.5836,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_370000,2025,2023,PROVINCE,370000,山东,0.6191,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_410000,2025,2023,PROVINCE,410000,河南,0.5897,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_420000,2025,2023,PROVINCE,420000,湖北,0.4044,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_430000,2025,2023,PROVINCE,430000,湖南,0.4976,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_440000,2025,2023,PROVINCE,440000,广东,0.4419,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_450000,2025,2023,PROVINCE,450000,广西,0.4476,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_460000,2025,2023,PROVINCE,460000,海南,0.3648,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_500000,2025,2023,PROVINCE,500000,重庆,0.5581,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_510000,2025,2023,PROVINCE,510000,四川,0.1564,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_520000,2025,2023,PROVINCE,520000,贵州,0.5683,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_530000,2025,2023,PROVINCE,530000,云南,0.1333,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_610000,2025,2023,PROVINCE,610000,陕西,0.6335,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_620000,2025,2023,PROVINCE,620000,甘肃,0.4471,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_630000,2025,2023,PROVINCE,630000,青海,0.1796,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_640000,2025,2023,PROVINCE,640000,宁夏,0.6187,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
ELECTRICITY_AVERAGE_2025_PROVINCE_650000,2025,2023,PROVINCE,650000,新疆,0.6021,MEE_NBS_ELECTRICITY_AVERAGE_2023,2023年电力二氧化碳排放因子（全国区域和省级电力平均）,生态环境部、国家统计局,公告2025年第47号,2025-12-31,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202512/W020251231726284332528.pdf
